,RepoID,IssueID,Title_Description,AST,FixedByID,Name,CreatedDate
4716,aspnetcoreWebScrap,16817,investig test failur oper legal current state start weve see lot test failur follow type system io fileloadexcept could load file assembl microsoft net http header version cultur neutral publickeytoken adb ddae oper legal current state think relat larg number explicit refer weve ad test investig failur may repres issu runtim cc aspnet build mmitch,,wtgodbe,area-infrastructure| test-failure,2019-04-11
4715,aspnetcoreWebScrap,16816,razor class librari docker contain referenc mvc throw rzc gener exit code describ bug docker contain imag mcr microsoft com dotnet core sdk buster razor class librari project referenc nuget packagerefer includ microsoft aspnetcor mvc version throw error rzc gener exit code reproduc command line execut docker run rm mcr microsoft com dotnet core sdk buster insid contain execut mkdir rcl cd rcl dotnet new razorclasslib modifi rcl csproj follow way read expect outcom project build technic detail asp net core version docker contain run imag mcr microsoft com dotnet core sdk buster happen alpin base imag mcr microsoft com dotnet core sdk alpin includ output dotnet info dotnet info net core sdk reflect global json version commit runtim environ os name debian os version os platform linux rid debian base path usr share dotnet sdk host use support version commit net core sdk instal usr share dotnet sdk net core runtim instal microsoft aspnetcor app usr share dotnet share microsoft aspnetcor app microsoft netcor app usr share dotnet share microsoft netcor app instal addit net core runtim sdk,<bm>mainvoidpredefinedtype|methoddeclaration|parameterlist|parameter|arraytype|predefinedtypestringvoidpredefinedtype|methoddeclaration|parameterlist|parameterargsvoidpredefinedtype|methoddeclarationmethod_namestringpredefinedtype|arraytype|parameterargsstringpredefinedtype|arraytype|parameter|parameterlist|methoddeclarationmethod_nameargsidentifiername|argument0|argumentlist1|invocationexpression|identifiername0create|host|builderargsidentifiername|argument0|argumentlist1|invocationexpression0|simplememberaccessexpression|identifiername1buildargsidentifiername|argument0|argumentlist1|invocationexpression0|simplememberaccessexpression|identifiername1buildargsparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername1runargsidentifiername|argument0|argumentlist1|invocationexpression0|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression|identifiername1runargsparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername1runargsidentifiername|argument0|argumentlist1|invocationexpression0|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression|identifiername1runargsidentifiername|argument0|argumentlist1|invocationexpression|identifiername0create|web|host|builderargsparameter|parameterlist|methoddeclarationmethod_namecreate|host|builderidentifiername0|invocationexpression0|simplememberaccessexpression|identifiername1buildcreate|host|builderidentifiername0|invocationexpression0|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression|identifiername1runbuildidentifiername1|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression|identifiername1runbuildidentifiername1|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression|identifiername1runbuildidentifiername1|simplememberaccessexpression|invocationexpression0|identifiername0create|web|host|builderbuildidentifiername1|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_namebuildidentifiername1|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_namerunidentifiername1|simplememberaccessexpression|invocationexpression0|simplememberaccessexpression0|invocationexpression0|identifiername0create|web|host|builderrunidentifiername1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_namerunidentifiername1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_namestarts|with|defaultcommentstarts|with|defaultstarts|withcommentstarts|withpartial|startupcscommentpartial|startupcssome|other|configuration|stuff|addedcommentsome|other|configuration|stuff|addedthis|breaks|generic|hostc|butcommentthis|breaks|generic|hostc|butnot|older|web|hostcommentnot|older|web|host<em><bm>create|host|builderi|host|builderidentifiername|methoddeclaration|parameterlist|parameter|arraytype|predefinedtypestringi|host|builderidentifiername|methoddeclaration|parameterlist|parameterargsi|host|builderidentifiername|methoddeclarationmethod_namestringpredefinedtype|arraytype|parameterargsstringpredefinedtype|arraytype|parameter|parameterlist|methoddeclarationmethod_nameargsidentifiername|argument0|argumentlist1|invocationexpression|simplememberaccessexpression0|identifiername0hostargsidentifiername|argument0|argumentlist1|invocationexpression|simplememberaccessexpression0|identifiername1create|default|builderargsparameter|parameterlist|methoddeclaration|arrowexpressionclause|invocationexpression|simplememberaccessexpression0|identifiername1configure|web|host|defaultsargsidentifiername|argument0|argumentlist1|invocationexpression0|simplememberaccessexpression|identifiername1configure|web|host|defaultsargsparameter|parameterlist|methoddeclarationmethod_nameargsidentifiername|argument0|argumentlist1|invocationexpression0|simplememberaccessexpression0|invocationexpression|arrowexpressionclause|methoddeclarationmethod_namehostidentifiername0|simplememberaccessexpression|identifiername1create|default|builderhostidentifiername0|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression|identifiername1configure|web|host|defaultshostidentifiername0|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression0|invocationexpression|arrowexpressionclause|methoddeclarationmethod_namecreate|default|builderidentifiername1|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression|identifiername1configure|web|host|defaultscreate|default|builderidentifiername1|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression0|invocationexpression|arrowexpressionclause|methoddeclarationmethod_nameconfigure|web|host|defaultsidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|simplelambdaexpression|parameterweb|builderconfigure|web|host|defaultsidentifiername1|simplememberaccessexpression0|invocationexpression|arrowexpressionclause|methoddeclarationmethod_nameweb|builderidentifiername0|simplememberaccessexpression|genericname1|typeargumentlist|identifiernamestartupweb|builderparameter|simplelambdaexpression|block|expressionstatement|invocationexpression|simplememberaccessexpression0|genericname1use|startupweb|builderidentifiername0|simplememberaccessexpression|genericname1use|startupweb|builderparameter|simplelambdaexpression|argument0|argumentlist1|invocationexpression|arrowexpressionclause|methoddeclarationmethod_namestartupidentifiername|typeargumentlist|genericnameuse|startupweb|builderidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|simplelambdaexpression|parameterweb|builderweb|builderparameter|simplelambdaexpression|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername0web|builderstarts|with|defaultcommentstarts|with|defaultstarts|withcommentstarts|withpartial|startupcscommentpartial|startupcssome|other|configuration|stuff|addedcommentsome|other|configuration|stuff|addedthis|breaks|generic|hostc|butcommentthis|breaks|generic|hostc|butnot|older|web|hostcommentnot|older|web|host<em><bm>create|web|host|builderi|web|host|builderidentifiername|methoddeclaration|parameterlist|parameter|arraytype|predefinedtypestringi|web|host|builderidentifiername|methoddeclaration|parameterlist|parameterargsi|web|host|builderidentifiername|methoddeclarationmethod_namestringpredefinedtype|arraytype|parameterargsstringpredefinedtype|arraytype|parameter|parameterlist|methoddeclarationmethod_nameargsidentifiername|argument0|argumentlist1|invocationexpression|simplememberaccessexpression0|identifiername0web|hostargsidentifiername|argument0|argumentlist1|invocationexpression|simplememberaccessexpression0|identifiername1create|default|builderargsidentifiername|argument0|argumentlist1|invocationexpression0|simplememberaccessexpression|genericname1|typeargumentlist|identifiernamestartupargsparameter|parameterlist|methoddeclaration|arrowexpressionclause|invocationexpression|simplememberaccessexpression0|genericname1use|startupargsidentifiername|argument0|argumentlist1|invocationexpression0|simplememberaccessexpression|genericname1use|startupargsparameter|parameterlist|methoddeclarationmethod_nameargsidentifiername|argument0|argumentlist1|invocationexpression0|simplememberaccessexpression0|invocationexpression|arrowexpressionclause|methoddeclarationmethod_nameweb|hostidentifiername0|simplememberaccessexpression|identifiername1create|default|builderweb|hostidentifiername0|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression|genericname1|typeargumentlist|identifiernamestartupweb|hostidentifiername0|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression|genericname1use|startupweb|hostidentifiername0|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression0|invocationexpression|arrowexpressionclause|methoddeclarationmethod_namecreate|default|builderidentifiername1|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression|genericname1|typeargumentlist|identifiernamestartupcreate|default|builderidentifiername1|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression|genericname1use|startupcreate|default|builderidentifiername1|simplememberaccessexpression0|invocationexpression0|simplememberaccessexpression0|invocationexpression|arrowexpressionclause|methoddeclarationmethod_namestartupidentifiername|typeargumentlist|genericnameuse|startupstartupidentifiername|typeargumentlist|genericname1|simplememberaccessexpression0|invocationexpression|arrowexpressionclause|methoddeclarationmethod_nameuse|startupgenericname1|simplememberaccessexpression0|invocationexpression|arrowexpressionclause|methoddeclarationmethod_namestarts|with|defaultcommentstarts|with|defaultstarts|withcommentstarts|withpartial|startupcscommentpartial|startupcssome|other|configuration|stuff|addedcommentsome|other|configuration|stuff|addedthis|breaks|generic|hostc|butcommentthis|breaks|generic|hostc|butnot|older|web|hostcommentnot|older|web|host<em><bm>configure|servicesvoidpredefinedtype|methoddeclaration|parameterlist|parameter|identifiernamei|service|collectionvoidpredefinedtype|methoddeclaration|parameterlist|parameterservicesvoidpredefinedtype|methoddeclarationmethod_namei|service|collectionidentifiername|parameterservicesi|service|collectionidentifiername|parameter|parameterlist|methoddeclarationmethod_nameservicesparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername1add|singletonservicesidentifiername0|simplememberaccessexpression|identifiername1add|singletonservicesidentifiername0|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|identifiernameconfigurationservicesparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername1add|controllersservicesidentifiername0|simplememberaccessexpression|identifiername1add|controllersservicesparameter|parameterlist|methoddeclarationmethod_nameservicesidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameservicesidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameadd|singletonidentifiername1|simplememberaccessexpression0|invocationexpression|argumentlist1|argument0|identifiernameconfigurationadd|singletonidentifiername1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameconfigurationidentifiername|argument0|argumentlist1|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameadd|controllersidentifiername1|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclarationmethod_nameservicesidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclaration|parameterlist|parameterservicesservicesidentifiername0|simplememberaccessexpression0|invocationexpression|expressionstatement|block|methoddeclaration|parameterlist|parameterservicesservicesparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername0servicesservicesparameter|parameterlist|methoddeclaration|block|expressionstatement|invocationexpression|simplememberaccessexpression0|identifiername0servicesstarts|with|defaultcommentstarts|with|defaultstarts|withcommentstarts|withpartial|startupcscommentpartial|startupcssome|other|configuration|stuff|addedcommentsome|other|configuration|stuff|addedthis|breaks|generic|hostc|butcommentthis|breaks|generic|hostc|butnot|older|web|hostcommentnot|older|web|host<em>,ntaylormullen,area-mvc| investigate,2019-04-11
4711,aspnetcoreWebScrap,16811,kestrel disabl http default downlevel window version http two pre requeist apln win cipher win alpn isnt avail grace fall back http howev alpn avail correct cipher arent client fail connect default configur specif appli win win wasnt consid issu sinc extrem low usag sever report peopl use note alreadi exit mainstream support still extend support well want clarif pm make chang improv support,,juntaoluo,area-servers| servers-kestrel,2019-04-11
3900,aspnetcoreWebScrap,16805,ancm multipl process applic process describ bug tri run asp net core web app use ii express profil one process applic allow per ii applic pool pleas assign applic lm svc root home header differ ii applic pool reproduc upgrad app browser start root url append rel url home header get expect result upgrad app work fine want set start url point certain control action wrongli append rout applic url see hit imag correct set like imag doesnt hit specifi action alway run index method remov rel url home header launchbrows keep check imag get imag project set mess somehow uncheck launch browser lead index action check launch browser get error technic detail asp net core version includ output dotnet info ide vs vs code vs mac your run version vs visual studio develop command prompt copyright microsoft corpor window system dotnet info net core sdk reflect global json version preview commit ac runtim environ os name window os version os platform window rid win base path program file dotnet sdk preview host use support version preview commit bbf net core sdk instal preview program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk program file dotnet sdk preview program file dotnet sdk preview program file dotnet sdk program file dotnet sdk preview program file dotnet sdk net core runtim instal microsoft aspnetcor program file dotnet share microsoft aspnetcor microsoft aspnetcor program file dotnet share microsoft aspnetcor microsoft aspnetcor program file dotnet share microsoft aspnetcor microsoft aspnetcor program file dotnet share microsoft aspnetcor microsoft aspnetcor program file dotnet share microsoft aspnetcor microsoft aspnetcor program file dotnet share microsoft aspnetcor microsoft aspnetcor program file dotnet share microsoft aspnetcor microsoft aspnetcor program file dotnet share microsoft aspnetcor microsoft aspnetcor app program file dotnet share microsoft aspnetcor app microsoft aspnetcor app program file dotnet share microsoft aspnetcor app microsoft aspnetcor app program file dotnet share microsoft aspnetcor app microsoft aspnetcor app program file dotnet share microsoft aspnetcor app microsoft aspnetcor app program file dotnet share microsoft aspnetcor app microsoft aspnetcor app program file dotnet share microsoft aspnetcor app microsoft aspnetcor app program file dotnet share microsoft aspnetcor app microsoft aspnetcor app program file dotnet share microsoft aspnetcor app microsoft aspnetcor app preview program file dotnet share microsoft aspnetcor app microsoft aspnetcor app preview program file dotnet share microsoft aspnetcor app microsoft aspnetcor app program file dotnet share microsoft aspnetcor app microsoft aspnetcor app preview program file dotnet share microsoft aspnetcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app preview program file dotnet share microsoft netcor app microsoft netcor app preview program file dotnet share microsoft netcor app microsoft netcor app program file dotnet share microsoft netcor app microsoft netcor app preview program file dotnet share microsoft netcor app microsoft windowsdesktop app preview program file dotnet share microsoft windowsdesktop app microsoft windowsdesktop app preview program file dotnet share microsoft windowsdesktop app microsoft windowsdesktop app program file dotnet share microsoft windowsdesktop app microsoft windowsdesktop app preview program file dotnet share microsoft windowsdesktop app instal addit net core runtim sdk window system,,jkotalik,area-servers| investigate,2019-04-11
6570,aspnetcoreWebScrap,17574,razor page chang compil automat razor page multipl area separ differ project chang requir manual recompil configur automat compil chang mvc,,pranavkm,area-mvc,2019-04-12
6575,aspnetcoreWebScrap,17579,properli type microsoft aspnetcor mvc problemdetail type client featur request relat problem pleas describ use aspnet core gener client use openapi gener elm problem elm type program languag extens field swagger json handl elm typescript take type serious problem problemdetail type object additionalproperti fals properti type type string nullabl true titl type string nullabl true statu type integ format int nullabl true detail type string nullabl true instanc type string nullabl true extens type object nullabl true additionalproperti also wonder type say object accord public system collect gener idictionari stringobject extens get mismatch howev would help sinc still gener object type describ solut youd like current delet extens field swagger json gener api even server send thrown away client code howev type friendli solut would appreci,,pranavkm,area-mvc| investigate,2019-04-12
6582,aspnetcoreWebScrap,17587,codeown work aspnet http ad codeown entri share http code aspnet group still isnt request pr review file chang appar group need write access aspnetcor repo read access line codeown group know work aspnet build write access repo wed need make chang aspnet match group dotnet runtim anurs viabl,,tratcher,area-infrastructure| task,2019-04-12
5699,aspnetcoreWebScrap,17566,invalidmodelstateresponsefactori result incorrect statu code custom problemdetailsfactori use report part part made sure controllerbas problem produc objectresult statu code problemdetail produc similar vein apibehavioropt invalidmodelstateresponsefactori produc objectresult problemdetail statu code,,pranavkm,done| area-mvc| bug,2019-04-12
6571,aspnetcoreWebScrap,17575,lockout react app templat ident doesnt seem work describ bug lockout wont work use react app templat ident visual studio login page scaffold show imag two thing note lockoutonfailur argument set correctli document comment call seem wrong reproduc use templat imag regist new user account tri log multipl time expect behaviour default number fail login attempt user lock actual behaviour user continu tri log,,haok,needs attention wave| area-identity,2019-04-12
6581,aspnetcoreWebScrap,17586,net core issu iclassfixtur unresolv constructor argument itestoutputhelp output made repo issu integr test upgrad net core launch test issu messag system aggregateexcept one error occur class fixtur type myintegrationtest testserverfixtur one unresolv constructor argument itestoutputhelp output follow constructor paramet match fixtur data testserverfixtur testserverfixtur class fixtur type myintegrationtest testserverfixtur one unresolv constructor argument itestoutputhelp output follow constructor paramet match fixtur data testserverfixtur testserverfixtur stack trace inner stack trace xunit sdk testclassexcept inner stack trace xunit sdk testclassexcept constructor public class weatherforecastcontrol test iclassfixtur testserverfixtur public weatherforecastcontrol test testserverfixtur testserverfixtur itestoutputhelp output client testserverfixtur client output output teststartup public class teststartup startup public teststartup iconfigur configur base configur public overrid void setupdatabas iservicecollect servic use inmemorydatabas testserverfixtur public class testserverfixtur webapplicationfactori teststartup privat ihost host public httpclient client get public itestoutputhelp output get public testserverfixtur itestoutputhelp output output output client server createcli never call previous build server protect overrid testserv createserv iwebhostbuild builder return base createserv builder protect overrid ihost createhost ihostbuild builder host builder build use var scope host servic createscop var servic scope serviceprovid initializedatabas servic output host start return host protect overrid ihostbuild createhostbuild host createdefaultbuild configurelog hostingcontext builder builder servic addsingleton iloggerprovid new xunitloggerprovid output configurewebhostdefault webbuild webbuild usetestserv protect overrid void configurewebhost iwebhostbuild builder builder usestartup teststartup privat void initializedatabas iserviceprovid servic itestoutputhelp output tri output writelin start databas initi feed test db output writelin databas initi done catch except ex output writelin error occur initi databas consol writelin ex messag clearli iod testserverfixtur testserverfixtur itestoutputhelp output doesnt work make work note question also stackoverflow,,javiercn,area-mvc| investigate,2019-04-12
